271461248	0
271464451	0
271474831	0
271475479	0
271476130	0
271476831	0
271477482	0
271483283	0
271483934	0
271484584	0
271485337	0
271486641	0
271487373	0
271488574	0
271490273	0
271493573	0
271495226	0
271496848	0
271498538	0
271500193	0
271503477	-0.049701988697052
271505162	-0.0994014143943787
271506784	-0.149100840091705
271508483	-0.198801547288895
271510132	-0.248499691486359
271513438	-0.3479023873806
271515117	-0.397601813077927
271516742	-0.447301238775253
271518459	-0.498352915048599
271520066	-0.546700119972229
271523382	-0.646101593971252
271525038	-0.695801019668579
271526713	-0.745668530464172
271528329	-0.795201182365417
271529999	-0.844901919364929
271533302	-0.944300770759583
271535014	-0.994808435440063
271536641	-1
271538290	-1
271539963	-1
271543237	-1
271544910	-1
271546576	-1
271548249	-1
271551561	-1
271553180	-1
271554883	-1
271556536	-1
271558190	-1
271561480	-1
271563165	-1
271564766	-1
271566426	-1
271568094	-1
271571386	-1
271573038	-1
271574703	-1
271576346	-1
271578029	-1
271581311	-1
271582981	-1
271584635	-1
271586280	-1
271587956	-1
271591259	-1
271592888	-1
271594559	-1
271596234	-1
271597892	-1
271601179	-1
271602837	-1
271604500	-1
271606159	-1
271609475	-1
271611130	-1
271612823	-1
271614451	-1
271616125	-1
271619423	-1
271621077	-1
271622727	-1
271624421	-1
271626080	-1
271629369	-1
271631081	-1
271632695	-1
271634355	-1
271636073	-1
271639301	-1
271640963	-1
271642644	-1
271644293	-1
271645954	-1
271649239	-1
271650909	-1
271652566	-1
271654217	-1
271655869	0
271659210	0.0994014143943787
271660844	0.149102121591568
271662507	0.198801547288895
271664160	0.248500972986221
271667491	0.347901105880737
271669144	0.397601813077927
271670776	0.447302520275116
271672436	0.497003227472305
271674081	0.546701371669769
271677414	0.646101474761963
271679158	0.698647797107697
271680834	0.748353660106659
271682484	0.798051834106445
271684131	0.847752571105957
271687439	0.947152733802795
271689140	0.997485935688019
271690782	1
271692436	1
271694079	1
271697414	1
271699073	1
271700695	1
271702383	1
271704078	1
271707317	1
271708968	1
271710663	1
271712289	1
271713934	1
271717270	1
271718934	1
271720561	1
271722245	1
271723884	1
271727214	1
271728890	1
271730541	1
271732156	1
271735509	1
271737126	1
271738786	1
271740471	1
271742129	1
271745428	1
271747102	1
271748769	1
271750418	1
271752076	1
271755366	1
271757012	1
271758689	1
271760350	1
271761996	1
271765316	1
271766967	1
271768632	1
271770323	1
271771920	1
271775232	1
271776893	1
271778558	1
271780247	1
271781894	1
271785197	1
271786872	1
271788524	1
271790143	1
271793475	1
271795125	1
271796773	1
271798441	1
271800094	1
271803415	1
271805073	1
271806715	1
271808369	1
271810034	1
271813377	1
271815222	1
271816845	1
271818507	1
271820158	1
271823484	1
271825140	1
271826799	1
271828461	1
271830109	1
271833437	1
271835075	1
271836739	1
271838392	1
271840089	1
271843389	1
271845080	1
271846670	1
271848357	1
271850003	1
271853291	1
271854972	1
271856635	1
271858275	1
271859927	1
271863248	1
271864899	1
271866574	1
271868226	1
271871523	1
271873174	1
271874825	1
271876482	1
271878191	1
271881475	1
271883270	1
271884946	1
271886645	1
271888244	1
271889896	1
271893322	1
271895075	1
