146830919804924	0
146830919806677	0
146830919817527	0
146830919817978	0
146830919818528	0
146830919818929	0
146830919819452	0
146830919828502	0
146830919828952	0
146830919829448	0
146830919829898	0
146830919829898	0
146830919831609	0
146830919832259	0
146830919833980	0
146830919836580	0
146830919837630	0
146830919840572	0
146830919841525	0
146830919843170	0
146830919844836	0
146830919848160	0
146830919850567	0
146830919851469	0
146830919854568	0
146830919855623	0
146830919857280	0
146830919858902	0
146830919863577	0
146830919864776	0
146830919866842	0
146830919867529	0
146830919868764	0
146830919872588	0
146830919873843	0
146830919875486	0
146830919878568	0
146830919879622	0
146830919881584	0
146830919882938	0
146830919886263	0
146830919887920	-0.0497007071971893
146830919889586	-0.0994014143943787
146830919891548	-0.159177228808403
146830919893770	-0.225448682904243
146830919895452	-0.275341838598251
146830919898571	-0.369007110595703
146830919899670	-0.402593791484833
146830919901339	-0.452297061681747
146830919904531	-0.501996457576752
146830919906531	-0.581618428230286
146830919907723	-0.645166158676147
146830919909392	-0.694870710372925
146830919912521	-0.789117157459259
146830919913574	-0.819973707199097
146830919914925	-0.881526410579681
146830919917252	-0.931232273578644
146830919918897	-0.98093169927597
146830919923524	-1
146830919924125	-1
146830919924926	-1
146830919926890	-1
146830919930218	-1
146830919932522	-1
146830919933925	-1
146830919935874	-1
146830919937538	-1
146830919939182	-1
146830919941536	-1
146830919944515	-1
146830919945938	-1
146830919947587	-1
146830919949240	-1
146830919950908	-1
146830919955519	-1
146830919956621	-1
146830919958725	-1
146830919959876	-1
146830919961976	-1
146830919964028	-1
146830919964929	-1
146830919967875	-1
146830919969539	-1
146830919971530	-1
146830919972831	-1
146830919976519	-1
146830919978623	-1
146830919979925	-1
146830919981931	-1
146830919984651	-1
146830919985803	-1
146830919987105	-1
146830919988777	-1
146830919991545	-1
146830919992898	-1
146830919996231	-1
146830919997857	-1
146830919999509	-1
146830920002528	-1
146830920003929	-1
146830920005680	-1
146830920007359	-1
146830920009015	-1
146830920013521	-1
146830920014922	-1
146830920017066	-1
146830920017916	-1
146830920019120	-1
146830920021519	-1
146830920025520	-1
146830920026074	-1
146830920026923	-1
146830920028880	-1
146830920031519	-1
146830920034269	-1
146830920037520	-1
146830920038124	-1
146830920039226	-1
146830920041541	-1
146830920042745	-1
146830920046054	-0.950304448604584
146830920047710	-0.900603771209717
146830920049366	-0.850903034210205
146830920051020	-0.801202297210693
146830920053519	-0.726617217063904
146830920056234	-0.645542919635773
146830920057855	-0.595843493938446
146830920059546	0
146830920061261	0.0517868064343929
146830920062900	0.101493924856186
146830920066536	0.210006952285767
146830920068691	0.275515049695969
146830920069892	0.275515049695969
146830920071096	0.347417414188385
146830920072751	0.397123247385025
146830920076524	0.509640395641327
146830920077727	0.546218931674957
146830920079389	0.595923483371735
146830920081527	0.659726500511169
146830920082742	0.695354402065277
146830920086521	0.809583008289337
146830920087675	0.844424426555634
146830920089322	0.89411997795105
146830920092518	0.989433884620667
146830920093572	1
146830920095187	1
146830920097549	1
146830920101518	1
146830920102121	1
146830920103726	1
146830920106127	1
146830920107831	1
146830920109504	1
146830920111153	1
146830920112777	1
146830920115542	1
146830920118250	1
146830920119915	1
146830920121587	1
146830920123244	1
146830920124882	1
146830920129523	1
146830920130124	1
146830920131227	1
146830920133544	1
146830920136271	1
146830920138522	1
146830920139824	1
146830920142516	1
146830920143618	1
146830920145287	1
146830920146995	1
146830920149539	1
146830920152528	1
146830920153924	1
146830920155616	1
146830920157259	1
146830920159515	1
146830920160667	1
146830920163519	1
146830920166523	1
146830920167906	1
146830920169617	1
146830920171236	1
146830920172862	1
146830920176532	1
146830920177831	1
146830920179510	1
146830920181176	1
146830920182842	1
146830920186526	1
146830920187828	1
146830920189530	1
146830920191105	1
146830920192768	1
146830920195535	1
146830920196686	1
146830920199534	1
146830920200685	1
146830920203526	1
146830920206532	1
146830920207962	1
146830920209572	1
146830920212528	1
146830920213831	1
146830920216533	1
146830920217687	1
146830920219354	1
146830920221023	1
146830920223511	1
146830920226525	1
146830920227943	1
146830920229587	1
