146846131623496	0
146846131643033	0
146846131652742	0
146846131653743	0
146846131654694	0
146846131656062	0
146846131657162	0
146846131658067	0
146846131659066	0
146846131659967	0
146846131660922	0
146846131662014	0
146846131663106	0
146846131664159	0
146846131666959	0
146846131668011	0
146846131669014	0
146846131669995	0
146846131670948	0
146846131671948	0
146846131673003	0
146846131674004	0
146846131675675	0
146846131676774	0
146846131677775	0
146846131678726	0
146846131680504	0
146846131681505	0
146846131683106	0
146846131684156	0
146846131685808	0
146846131687459	0
146846131689110	0
146846131692329	0
146846131694080	0
146846131695733	0
146846131697884	0
146846131699576	0
146846131701462	0
146846131703164	0
146846131706351	0
146846131708107	0
146846131710106	0
146846131711860	0
146846131713712	0
146846131715412	0
146846131718651	0
146846131720404	0
146846131722205	0
146846131724006	0
146846131726156	0
146846131728009	0
146846131729712	0
146846131731464	0
146846131733165	0
146846131736434	0
146846131738225	0
146846131739997	0
146846131741549	0
146846131743453	0
146846131745255	0
146846131748436	0
146846131750343	0
146846131752093	0
146846131753794	0
146846131755497	0
146846131757299	0
146846131759450	0
146846131761300	0
146846131763053	0
146846131766431	0
146846131768784	0
146846131770702	0
146846131772453	0
